"quad","year","OBJECTID","species","seedling","stem","x","y"
"Q5",45,114,"Erigeron corymbosus","N","N",0.779296918228865,0.645522847791779
"Q5",45,115,"Astragalus convallarius","N","N",0.761740691650014,0.589891082114968
"Q5",45,116,"Astragalus convallarius","N","N",0.763246918213917,0.557568847709866
"Q5",45,117,"Erigeron corymbosus","N","N",0.74673635569854,0.542984285196282
"Q5",45,118,"Erigeron corymbosus","N","N",0.731467918184321,0.533493847687443
"Q5",45,119,"Erigeron corymbosus","N","N",0.782827918232154,0.537024847690732
"Q5",45,120,"Erigeron corymbosus","N","N",0.806260918253977,0.852246847984305
"Q5",45,121,"Erigeron corymbosus","N","N",0.836755918282379,0.854814847986696
"Q5",45,122,"Erigeron corymbosus","N","N",0.813643918260854,0.834752347968013
"Q5",45,123,"Erigeron corymbosus","N","N",0.836434918282079,0.826566847960389
"Q5",45,124,"Erigeron corymbosus","N","N",0.815119793262228,0.818806582328162
"Q5",45,125,"Erigeron corymbosus","N","N",0.841701347974484,0.807017613567182
"Q5",45,126,"Erigeron corymbosus","N","N",0.804822457315137,0.579551316480338
"Q5",45,127,"Erigeron corymbosus","N","N",0.814355012011515,0.573441074287147
"Q5",45,128,"Erigeron corymbosus","N","N",0.81142708232129,0.533701144562637
"Q5",45,129,"Astragalus convallarius","N","N",0.83180795734027,0.536703847690434
"Q5",45,130,"Erigeron corymbosus","N","N",0.852108918296676,0.963399879337826
"Q5",45,131,"Erigeron corymbosus","N","N",0.880411918323037,0.89654484802556
"Q5",45,132,"Erigeron corymbosus","N","N",0.88201691832453,0.785960347922571
"Q5",45,133,"Erigeron corymbosus","N","N",0.869818918313171,0.73754503537748
"Q5",45,134,"Astragalus convallarius","N","N",0.891646918333499,0.57303577741177
"Q5",45,135,"Erigeron corymbosus","N","N",0.906733918347551,0.781787347918685
"Q5",45,136,"Erigeron corymbosus","N","N",0.907375918348149,0.745032847884455
"Q5",45,137,"Erigeron corymbosus","N","N",0.925993918365488,0.726414847867114
"Q5",45,138,"Erigeron corymbosus","N","N",0.937549918376249,0.725451847866219
"Q5",45,139,"Erigeron corymbosus","N","N",0.902817832406403,0.70459076190929
"Q5",45,140,"Erigeron corymbosus","N","N",0.89774591833918,0.690783847833932
"Q5",45,141,"Erigeron corymbosus","N","N",0.906091918346953,0.646164847792376
"Q5",45,142,"Astragalus convallarius","N","N",0.896874637088369,0.62860156652602
"Q5",45,143,"Astragalus convallarius","N","N",0.929617840243863,0.615644504013953
"Q5",45,144,"Artemisia tripartita","N","N",0.991156918426175,0.97390584809761
"Q5",45,145,"Erigeron corymbosus","N","N",0.98955191842468,0.929928848056652
"Q5",45,146,"Erigeron corymbosus","N","N",0.95401968401659,0.843981347976608
"Q5",45,147,"Astragalus convallarius","N","N",0.966760918403454,0.629472847776831
"Q5",45,148,"Erigeron corymbosus","N","N",0.98955191842468,0.348918847515544
"Q5",45,149,"Erigeron corymbosus","N","N",0.946715019947285,0.236495261473341
"Q5",45,150,"Erigeron corymbosus","N","N",0.945943191821567,0.206121113007554
"Q5",45,151,"Balsamorhiza sagittata","Y","N",0.91422726210453,0.066087753502138
"Q5",45,152,"Comandra umbellata","N","N",0.912190918352633,0.026634847215394
"Q5",45,153,"Erigeron corymbosus","N","N",0.900955918342169,0.50701134766278
"Q5",45,154,"Erigeron corymbosus","N","N",0.917326918357415,0.442008847602241
"Q5",45,155,"Erigeron corymbosus","N","N",0.92519141836474,0.432378847593273
"Q5",45,156,"Erigeron corymbosus","N","N",0.897103918338583,0.390648847554409
"Q5",45,157,"Erigeron corymbosus","N","N",0.897770496464202,0.351141277205115
"Q5",45,158,"Erigeron corymbosus","N","N",0.92908919961837,0.344108675636066
"Q5",45,159,"Erigeron corymbosus","N","N",0.931854785558445,0.31709841779841
"Q5",45,160,"Erigeron corymbosus","N","N",0.898330308964725,0.296653464654368
"Q5",45,161,"Erigeron corymbosus","N","N",0.893550105835272,0.282792847453959
"Q5",45,162,"Erigeron corymbosus","N","N",0.920973340235812,0.247803847421374
"Q5",45,163,"Erigeron corymbosus","N","N",0.842694418287908,0.400920847563975
"Q5",45,164,"Erigeron corymbosus","N","N",0.852805918297325,0.378771847543347
"Q5",45,165,"Erigeron corymbosus","N","N",0.849800465169527,0.333244527188447
"Q5",45,166,"Erigeron corymbosus","N","N",0.843126730788312,0.316818847485648
"Q5",45,167,"Erigeron corymbosus","N","N",0.83604976984422,0.297547074030201
"Q5",45,168,"Erigeron corymbosus","N","N",0.784299465108524,0.489952042959392
"Q5",45,169,"Erigeron corymbosus","N","N",0.813322918260554,0.48213384763961
"Q5",45,170,"Erigeron corymbosus","N","N",0.813954277636143,0.465950003874538
"Q5",45,171,"Erigeron corymbosus","N","N",0.828088183899307,0.455490847614798
"Q5",45,172,"Erigeron corymbosus","N","N",0.798161707308934,0.461589847620478
"Q5",45,173,"Artemisia tripartita","Y","N",0.826804918273111,0.417111285079053
"Q5",45,174,"Erigeron corymbosus","N","N",0.801445918249493,0.328374847496412
"Q5",45,175,"Erigeron corymbosus","N","N",0.787877668236857,0.294151605277039
"Q5",45,176,"Erigeron corymbosus","N","N",0.804855465127669,0.28676630058266
"Q5",45,177,"Erigeron corymbosus","N","N",0.813964918261152,0.268829347440955
"Q5",45,178,"Erigeron corymbosus","N","N",0.796169504182079,0.089871847274289
"Q5",45,179,"Comandra umbellata","N","N",0.795799535431734,0.046757144109135
"Q5",45,180,"Erigeron corymbosus","N","N",0.813934254198624,0.007833839385384
"Q5",45,181,"Erigeron corymbosus","N","N",0.752011918203455,0.471219847629446
"Q5",45,182,"Erigeron corymbosus","N","N",0.77191391822199,0.346992847513751
"Q5",45,183,"Erigeron corymbosus","N","N",0.765654418216159,0.329979847497907
"Q5",45,184,"Erigeron corymbosus","N","N",0.742722301007302,0.247803847421374
"Q5",45,185,"Erigeron corymbosus","N","N",0.747838918199569,0.221802847397158
"Q5",45,186,"Astragalus lentiginosus","Y","N",0.771194035408819,0.222123847397458
"Q5",45,187,"Comandra umbellata","N","N",0.741639605693794,0.212273159888283
"Q5",45,188,"Comandra umbellata","N","N",0.76576314477876,0.038004464413483
"Q5",45,189,"Comandra umbellata","N","N",0.766367043216824,0.01559244876761
"Q5",45,190,"Erigeron corymbosus","N","N",0.686900379080314,0.47419869919472
"Q5",45,191,"Erigeron corymbosus","N","N",0.715951074419871,0.470444558566224
"Q5",45,192,"Erigeron corymbosus","N","N",0.734677918187312,0.466083847624662
"Q5",45,193,"Comandra umbellata","N","N",0.702678230657509,0.443192535103344
"Q5",45,194,"Comandra umbellata","N","N",0.702483511907327,0.4243538475858
"Q5",45,195,"Erigeron corymbosus","N","N",0.659563918117356,0.502517347658594
"Q5",45,196,"Comandra umbellata","N","N",0.674199511880986,0.468300753876728
"Q5",45,197,"Erigeron corymbosus","N","N",0.642808089976751,0.399936363188059
"Q5",45,198,"Erigeron corymbosus","N","N",0.640945918100017,0.346992847513751
"Q5",45,199,"Artemisia tripartita","N","N",0.632538457154687,0.275669378697326
"Q5",45,200,"Comandra umbellata","N","N",0.652491004048268,0.217488909893141
"Q5",45,201,"Lomatium triternatum","N","N",0.649420324357908,0.140365152008815
"Q5",45,202,"Erigeron corymbosus","N","N",0.621199996206626,0.389763886616085
"Q5",45,203,"Comandra umbellata","N","N",0.616626964952368,0.210323886448967
"Q5",45,204,"Erigeron corymbosus","N","N",0.569778980533736,0.536061847689836
"Q5",45,205,"Erigeron corymbosus","N","N",0.550725238328492,0.529042433620798
"Q5",45,206,"Erigeron corymbosus","N","N",0.561359324275895,0.411214246011062
"Q5",45,207,"Calochortus macrocarpus","N","N",0.545608918011227,0.076389847261733
"Q5",45,208,"Erigeron corymbosus","N","N",0.508051917976249,0.433662847594468
"Q5",45,209,"Arnica cordifolia","N","N",0.510067097665625,0.376720613166436
"Q5",45,210,"Erigeron corymbosus","N","N",0.524422917991495,0.309966644354268
"Q5",45,211,"Erigeron corymbosus","N","N",0.505965417974307,0.296788449029495
"Q5",45,212,"Comandra umbellata","N","N",0.521006042988314,0.296067972466324
"Q5",45,213,"Phlox longifolia","N","N",0.521167066425963,0.14746841764043
"Q5",45,214,"Comandra umbellata","N","N",0.471332316379551,0.417752410079651
"Q5",45,215,"Comandra umbellata","N","N",0.472975378881082,0.407661847570254
"Q5",45,216,"Comandra umbellata","N","N",0.42459191789852,0.189381847366964
"Q5",45,217,"Erigeron corymbosus","N","N",0.455717792927509,0.063583222249805
"Q5",45,218,"Erigeron corymbosus","N","N",0.4615069179329,0.048462847235723
"Q5",45,219,"Comandra umbellata","N","N",0.447614753857462,0.034303183160036
"Q5",45,220,"Erigeron corymbosus","N","N",0.398351855374083,0.503599878909603
"Q5",45,221,"Erigeron corymbosus","N","N",0.407806089757888,0.498888402342714
"Q5",45,222,"Comandra umbellata","N","N",0.394605956933094,0.245235847418983
"Q5",45,223,"Erigeron corymbosus","N","N",0.990835918425877,0.415044847577129
"Q5",45,224,"Comandra umbellata","N","N",0.403316042878706,0.015913448767909
"Q5",45,225,"Eriogonum heracleoides","N","N",0.3534892537698,0.286931628707815
"Q5",45,226,"Erigeron corymbosus","N","N",0.30684469903886,0.373701152226125
"Q5",45,227,"Erigeron corymbosus","N","N",0.294426417777294,0.358548847524513
"Q5",45,228,"Erigeron corymbosus","N","N",0.300854331845781,0.344874269386778
"Q5",45,229,"Erigeron corymbosus","N","N",0.247078917733199,0.189060847366666
"Q5",45,230,"Phlox longifolia","N","N",0.234237917721241,0.015719847205229
"Q5",45,231,"Erigeron corymbosus","N","N",0.205030042694038,0.442224691352442
"Q5",45,232,"Erigeron corymbosus","N","N",0.204426050505975,0.200295847377128
"Q5",45,233,"Erigeron corymbosus","N","N",0.203422917692541,0.185529847363378
"Q5",45,234,"Erigeron corymbosus","N","N",0.221189120834087,0.174689222353281
"Q5",45,235,"Balsamorhiza sagittata","Y","N",0.18903299580414,0.164343847343646
"Q5",45,236,"Erigeron corymbosus","N","N",0.222185011460014,0.137556761381199
"Q5",45,237,"Erigeron corymbosus","N","N",0.230084691154871,0.125930683245371
"Q5",45,238,"Eriogonum heracleoides","N","N",0.170680917662048,0.474996542945463
"Q5",45,239,"Erigeron corymbosus","N","N",0.151567550456748,0.436928331972509
"Q5",45,240,"Erigeron corymbosus","N","N",0.138580917632152,0.284271597455338
"Q5",45,241,"Erigeron corymbosus","N","N",0.138901917632452,0.177183847355605
"Q5",45,242,"Erigeron corymbosus","N","N",0.132032198876053,0.167184777033792
"Q5",45,243,"Erigeron corymbosus","N","N",0.141888034822732,0.162023245778985
"Q5",45,244,"Erigeron corymbosus","N","N",0.127987917622288,0.494973847651569
"Q5",45,245,"Erigeron corymbosus","N","N",0.097813917594185,0.410778503823155
"Q5",45,246,"Erigeron corymbosus","N","N",0.117394917612422,0.40557534756831
"Q5",45,247,"Erigeron corymbosus","N","N",0.116530542611616,0.387216464738713
"Q5",45,248,"Erigeron corymbosus","N","N",0.13007441762423,0.312645847481762
"Q5",45,249,"Erigeron corymbosus","N","N",0.125850964495297,0.28328554276692
"Q5",45,250,"Erigeron corymbosus","N","N",0.087862917584918,0.244593847418385
"Q5",45,251,"Erigeron corymbosus","N","N",0.101800769160398,0.008424581573435
"Q5",45,252,"Erigeron corymbosus","N","N",0.085294917582526,0.005754737820948
"Q5",45,253,"Erigeron corymbosus","N","N",0.018218065957556,0.211851847387892
"Q5",45,254,"Achillea millefolium","N","N",0.006212190946374,0.028765120654878
"Q5",45,255,"Erigeron corymbosus","N","N",0.231936089594096,0.99543387936766
"Q5",45,256,"Erigeron corymbosus","N","N",0.500668917969374,0.717747847859044
"Q5",45,257,"Erigeron corymbosus","N","N",0.726973918180136,0.229506847404333
"Q5",45,258,"Comandra umbellata","N","N",0.170852068426823,0.541293990457009
"Q5",45,259,"Balsamorhiza sagittata","N","N",0.282288695894937,0.900897438993507
"Q5",45,260,"Comandra umbellata","N","N",0.323025624834278,0.455941892665955
"Q5",45,261,"Lupinus caudatus","N","N",0.509383427751897,0.600291837429207
"Q5",45,262,"Erigeron corymbosus","N","N",0.842701822767479,0.512697049792358
"Q5",45,263,"Comandra umbellata","N","N",0.676353358698827,0.251089193422638
"Q5",45,264,"Comandra umbellata","N","N",0.48792435781072,0.110649336350319
"Q5",45,265,"Comandra umbellata","N","N",0.384112613090912,0.363375788661157
"Q5",45,266,"Astragalus lentiginosus","N","N",0.228543893241971,0.057729636101313
"Q5",45,7,"Purshia tridentata","N","Y",0.047283571890195,0.812989126986079
"Q5",45,20,"Artemisia tripartita","N","Y",0.188504860017821,0.98328211993484
"Q5",45,28,"Artemisia tripartita","N","Y",0.198285122870823,0.674587443190317
"Q5",45,40,"Artemisia tripartita","N","Y",0.516599915356613,0.935824866911662
"Q5",46,18,"Erigeron corymbosus","N","N",0.081550472266539,0.871753762064972
"Q5",46,19,"Erigeron corymbosus","N","N",0.131679948875726,0.578122691479007
"Q5",46,20,"Erigeron corymbosus","N","N",0.132836362939302,0.556348761771228
"Q5",46,21,"Erigeron corymbosus","N","N",0.182527894235581,0.718888761922606
"Q5",46,22,"Astragalus spp.","N","N",0.200156667689499,0.919054543359025
"Q5",46,23,"Comandra umbellata","N","N",0.192207737994596,0.754253621330542
"Q5",46,24,"Lomatium triternatum","Y","N",0.24100358179004,0.516362628921489
"Q5",46,25,"Lomatium triternatum","N","N",0.34598175376281,0.960118762147268
"Q5",46,26,"Erigeron corymbosus","N","N",0.311504066230699,0.770942144783585
"Q5",46,27,"Balsamorhiza sagittata","N","N",0.339236363131527,0.647938761856529
"Q5",46,28,"Comandra umbellata","N","N",0.309463417791298,0.57533327741391
"Q5",46,29,"Erigeron corymbosus","N","N",0.344128105323583,0.929079418368361
"Q5",46,30,"Erigeron corymbosus","N","N",0.35636612095998,0.931190098057827
"Q5",46,31,"Astragalus spp.","N","N",0.34643286313823,0.727628347868245
"Q5",46,32,"Erigeron corymbosus","N","N",0.359461472525363,0.636554746220926
"Q5",46,33,"Erigeron corymbosus","N","N",0.345689066262536,0.623237144646024
"Q5",46,34,"Comandra umbellata","N","N",0.347432449076661,0.510231261728278
"Q5",46,35,"Comandra umbellata","N","N",0.427734925713948,0.928320269930155
"Q5",46,36,"Erigeron corymbosus","N","N",0.439667449162561,0.608593761819885
"Q5",46,37,"Balsamorhiza sagittata","N","N",0.43340636321923,0.556993761771829
"Q5",46,38,"Comandra umbellata","N","N",0.403196214753595,0.535414996126733
"Q5",46,39,"Erigeron corymbosus","N","N",0.412506511637265,0.491478972648314
"Q5",46,40,"Erigeron corymbosus","N","N",0.434583285095326,0.490482933584887
"Q5",46,41,"Erigeron corymbosus","N","N",0.456759949178479,0.982705527793304
"Q5",46,42,"Erigeron corymbosus","N","N",0.475027863257993,0.98451417623249
"Q5",46,43,"Erigeron corymbosus","N","N",0.467628355438602,0.954313762141862
"Q5",46,44,"Erigeron corymbosus","N","N",0.484142777328981,0.961379090273442
"Q5",46,45,"Lomatium triternatum","N","N",0.470757652316515,0.941345644942285
"Q5",46,46,"Erigeron corymbosus","N","N",0.482656832015098,0.828764379212436
"Q5",46,47,"Comandra umbellata","N","N",0.475447871070885,0.699063550966643
"Q5",46,48,"Erigeron corymbosus","N","N",0.532242667998779,0.874978762067976
"Q5",46,49,"Erigeron corymbosus","N","N",0.501734394532865,0.854836816736717
"Q5",46,50,"Erigeron corymbosus","N","N",0.506596980474893,0.708568761912995
"Q5",46,51,"Balsamorhiza sagittata","N","N",0.523516761740651,0.491287175773135
"Q5",46,52,"Erigeron corymbosus","N","N",0.553787496143843,0.916903762107022
"Q5",46,53,"Erigeron corymbosus","N","N",0.57373298834992,0.88087822301097
"Q5",46,54,"Erigeron corymbosus","N","N",0.590970769615972,0.807898762005503
"Q5",46,55,"Comandra umbellata","N","N",0.560604949275192,0.776938761976669
"Q5",46,56,"Comandra umbellata","N","N",0.553509949268585,0.729853761932818
"Q5",46,57,"Comandra umbellata","N","N",0.552570863330211,0.686947058767857
"Q5",46,58,"Erigeron corymbosus","N","N",0.579188316480001,0.51526962892047
"Q5",46,59,"Erigeron corymbosus","N","N",0.599627449311535,0.96914876215568
"Q5",46,60,"Erigeron corymbosus","N","N",0.63607548840798,0.944955730883147
"Q5",46,61,"Erigeron corymbosus","N","N",0.620761699331218,0.927868762117234
"Q5",46,62,"Erigeron corymbosus","N","N",0.644132449352983,0.933127691809632
"Q5",46,63,"Erigeron corymbosus","N","N",0.637443238409253,0.895212973024321
"Q5",46,64,"Erigeron corymbosus","N","N",0.625566011835692,0.883225199575656
"Q5",46,65,"Erigeron corymbosus","N","N",0.614462449325351,0.857886262052058
"Q5",46,66,"Comandra umbellata","N","N",0.627039949337065,0.857369949551576
"Q5",46,67,"Erigeron corymbosus","N","N",0.611398699322499,0.762748761963453
"Q5",46,68,"Erigeron corymbosus","N","N",0.618869949329457,0.726736261929914
"Q5",46,69,"Erigeron corymbosus","N","N",0.610881957134517,0.711405269728137
"Q5",46,70,"Erigeron corymbosus","N","N",0.641874949350881,0.621512121206917
"Q5",46,71,"Erigeron corymbosus","N","N",0.60878036338256,0.572473761786246
"Q5",46,72,"Erigeron corymbosus","N","N",0.653592300924294,0.964418613713774
"Q5",46,73,"Erigeron corymbosus","N","N",0.685089949391128,0.961411121523473
"Q5",46,74,"Erigeron corymbosus","N","N",0.697239894714945,0.938188762126845
"Q5",46,75,"Erigeron corymbosus","N","N",0.647792144668892,0.917114066794718
"Q5",46,76,"Erigeron corymbosus","N","N",0.674996316569229,0.874333762067375
"Q5",46,77,"Erigeron corymbosus","N","N",0.681552207200334,0.80597351981621
"Q5",46,78,"Erigeron corymbosus","N","N",0.648310214981875,0.715326535356788
"Q5",46,79,"Lomatium triternatum","Y","N",0.680305925949173,0.619209519642273
"Q5",46,80,"Lomatium triternatum","Y","N",0.688637449394432,0.601176261812978
"Q5",46,81,"Balsamorhiza sagittata","Y","N",0.675603863444795,0.509263761727378
"Q5",46,82,"Erigeron corymbosus","N","N",0.704928410347104,0.903837801157354
"Q5",46,83,"Erigeron corymbosus","N","N",0.722329761925811,0.899336457403161
"Q5",46,84,"Erigeron corymbosus","N","N",0.741102902568294,0.898623308964997
"Q5",46,85,"Erigeron corymbosus","N","N",0.720430238486542,0.784678761983877
"Q5",46,86,"Erigeron corymbosus","N","N",0.733630629123835,0.761301949462106
"Q5",46,87,"Erigeron corymbosus","N","N",0.694959254087819,0.740301957255048
"Q5",46,88,"Erigeron corymbosus","N","N",0.729319683807321,0.683460996264611
"Q5",46,89,"Lomatium triternatum","Y","N",0.729272449432277,0.638263761847518
"Q5",46,90,"Erigeron corymbosus","N","N",0.736044949438583,0.617623761828296
"Q5",46,91,"Lomatium triternatum","Y","N",0.694281199399689,0.536676261752908
"Q5",46,92,"Erigeron corymbosus","N","N",0.784419949483637,0.96302126214997
"Q5",46,93,"Erigeron corymbosus","N","N",0.794703879180715,0.860502332366994
"Q5",46,94,"Erigeron corymbosus","N","N",0.759796090085703,0.826603762022924
"Q5",46,95,"Erigeron corymbosus","N","N",0.753727277580052,0.804618597939949
"Q5",46,96,"Erigeron corymbosus","N","N",0.754982855706221,0.729943355682901
"Q5",46,97,"Erigeron corymbosus","N","N",0.775195605725046,0.733851918186542
"Q5",46,98,"Erigeron corymbosus","N","N",0.791752769802966,0.7325184416228
"Q5",46,99,"Lomatium triternatum","Y","N",0.760555535398912,0.675399082194603
"Q5",46,100,"Astragalus spp.","N","N",0.769558238532295,0.554709550832203
"Q5",46,101,"Astragalus spp.","N","N",0.746410519760738,0.501891832033011
"Q5",46,102,"Astragalus spp.","N","N",0.777965402602626,0.509590808602682
"Q5",46,103,"Erigeron corymbosus","N","N",0.79896223074718,0.843343980788513
"Q5",46,104,"Erigeron corymbosus","N","N",0.831504949527488,0.83029353546386
"Q5",46,105,"Erigeron corymbosus","N","N",0.812808433885075,0.806277785441494
"Q5",46,106,"Erigeron corymbosus","N","N",0.842310496412552,0.796451816682342
"Q5",46,107,"Erigeron corymbosus","N","N",0.798711191684446,0.768775019781565
"Q5",46,108,"Erigeron corymbosus","N","N",0.810904543258302,0.655033761863137
"Q5",46,109,"Erigeron corymbosus","N","N",0.793516933867109,0.646648761855327
"Q5",46,110,"Erigeron corymbosus","N","N",0.808345207318419,0.631431011841154
"Q5",46,111,"Astragalus spp.","N","N",0.83191512921537,0.58417144929714
"Q5",46,112,"Astragalus spp.","N","N",0.829311347962945,0.562153761776636
"Q5",46,113,"Erigeron corymbosus","N","N",0.791668824490388,0.538457386754566
"Q5",46,114,"Astragalus spp.","N","N",0.800732644811329,0.546808566449843
"Q5",46,115,"Comandra umbellata","N","N",0.831350746402344,0.547472964887963
"Q5",46,116,"Erigeron corymbosus","N","N",0.820144191704407,0.527397019556765
"Q5",46,117,"Astragalus spp.","N","N",0.823191035457245,0.512740175793115
"Q5",46,118,"Erigeron corymbosus","N","N",0.807717926067835,0.492738285149486
"Q5",46,119,"Erigeron corymbosus","N","N",0.791912980740615,0.48410876170395
"Q5",46,120,"Astragalus spp.","N","N",0.799683543247853,0.479699855449844
"Q5",46,121,"Erigeron corymbosus","N","N",0.83343994952929,0.480258949200365
"Q5",46,122,"Erigeron corymbosus","N","N",0.855733715175053,0.947863762135856
"Q5",46,123,"Erigeron corymbosus","N","N",0.881169949573741,0.878028066758316
"Q5",46,124,"Erigeron corymbosus","N","N",0.890147660519603,0.775648761975467
"Q5",46,125,"Erigeron corymbosus","N","N",0.879353488634551,0.730057722870508
"Q5",46,126,"Erigeron corymbosus","N","N",0.858432043302567,0.699698355654733
"Q5",46,127,"Astragalus spp.","N","N",0.875347816755819,0.636668394658533
"Q5",46,128,"Lomatium triternatum","Y","N",0.854910808924287,0.540849074256793
"Q5",46,129,"Erigeron corymbosus","N","N",0.857627449551816,0.476368761696741
"Q5",46,130,"Erigeron corymbosus","N","N",0.838726144846713,0.460243761681723
"Q5",46,131,"Lomatium triternatum","Y","N",0.876977449569838,0.459921261681424
"Q5",46,132,"Lomatium triternatum","N","N",0.903744949594766,0.977856262163788
"Q5",46,133,"Erigeron corymbosus","Y","N",0.89597389490003,0.954958762142463
"Q5",46,134,"Erigeron corymbosus","N","N",0.910919488663949,0.773956722911392
"Q5",46,135,"Lomatium triternatum","N","N",0.918743801171236,0.727754918180863
"Q5",46,136,"Erigeron corymbosus","N","N",0.915151262105391,0.699589683779632
"Q5",46,137,"Erigeron corymbosus","N","N",0.916644949606781,0.651168527484537
"Q5",46,138,"Erigeron corymbosus","N","N",0.917423535545006,0.624073761834302
"Q5",46,139,"Astragalus spp.","N","N",0.906324949597169,0.599241261811176
"Q5",46,140,"Comandra umbellata","N","N",0.962601199649581,0.972696262158983
"Q5",46,141,"Artemisia tripartita","N","N",0.970326918406776,0.949974293387821
"Q5",46,142,"Erigeron corymbosus","N","N",0.977357707475824,0.926818504303756
"Q5",46,143,"Erigeron corymbosus","N","N",0.944650910570364,0.70604030878564
"Q5",46,144,"Erigeron corymbosus","N","N",0.96507130902688,0.373439910038381
"Q5",46,145,"Comandra umbellata","N","N",0.95204370745225,0.33672626156669
"Q5",46,146,"Erigeron corymbosus","N","N",0.938062254314228,0.326538574057202
"Q5",46,147,"Lomatium triternatum","Y","N",0.9337374496227,0.304798761536955
"Q5",46,148,"Lomatium triternatum","Y","N",0.934382449623301,0.306733761538756
"Q5",46,149,"Lomatium triternatum","Y","N",0.931486332433104,0.306508355288547
"Q5",46,150,"Lomatium triternatum","Y","N",0.93034425430704,0.302701433410001
"Q5",46,151,"Lomatium triternatum","Y","N",0.93224771524631,0.302320745909646
"Q5",46,152,"Lomatium triternatum","Y","N",0.935673941812003,0.301940050596792
"Q5",46,153,"Comandra umbellata","N","N",0.981789949667452,0.228590214590979
"Q5",46,154,"Lomatium triternatum","Y","N",0.947434441822955,0.205724519257184
"Q5",46,155,"Erigeron corymbosus","N","N",0.9347049496236,0.187731261427927
"Q5",46,156,"Erigeron corymbosus","N","N",0.967599949654237,0.162054550466514
"Q5",46,157,"Balsamorhiza sagittata","N","N",0.922127449611886,0.052281261301779
"Q5",46,158,"Erigeron corymbosus","N","N",0.955183699642673,0.020676261272345
"Q5",46,159,"Comandra umbellata","N","N",0.955989949643423,0.013903761266038
"Q5",46,160,"Comandra umbellata","N","N",0.97888744966475,0.031963761282857
"Q5",46,161,"Erigeron corymbosus","N","N",0.909549949600174,0.444763761667308
"Q5",46,162,"Erigeron corymbosus","N","N",0.927779980867151,0.436871292909957
"Q5",46,163,"Erigeron corymbosus","N","N",0.929705308993944,0.424285902273236
"Q5",46,164,"Erigeron corymbosus","N","N",0.907614949598371,0.363999456904589
"Q5",46,165,"Erigeron corymbosus","N","N",0.913635183978978,0.295123761527944
"Q5",46,166,"Erigeron corymbosus","N","N",0.890544519894973,0.298348761530948
"Q5",46,167,"Erigeron corymbosus","N","N",0.894714949586358,0.259730988057481
"Q5",46,168,"Erigeron corymbosus","N","N",0.914322605854617,0.224238613024426
"Q5",46,169,"Erigeron corymbosus","N","N",0.835525785468733,0.443000425728164
"Q5",46,170,"Erigeron corymbosus","N","N",0.847157379229565,0.422338831958922
"Q5",46,171,"Artemisia tripartita","N","N",0.835356160468575,0.406405050694082
"Q5",46,172,"Erigeron corymbosus","N","N",0.850173316732374,0.385709636612309
"Q5",46,173,"Erigeron corymbosus","N","N",0.857250082363964,0.352151394393554
"Q5",46,174,"Erigeron corymbosus","N","N",0.83816522297119,0.326195995931882
"Q5",46,175,"Erigeron corymbosus","N","N",0.852663301109692,0.310799620917543
"Q5",46,176,"Erigeron corymbosus","N","N",0.835848972969033,0.279643761513527
"Q5",46,177,"Erigeron corymbosus","N","N",0.85214494954671,0.285771261519234
"Q5",46,178,"Erigeron corymbosus","N","N",0.864957738621142,0.284803761518332
"Q5",46,179,"Erigeron corymbosus","N","N",0.8323762385908,0.247393761483493
"Q5",46,180,"Lomatium triternatum","Y","N",0.837085472970185,0.159057183276222
"Q5",46,181,"Lomatium triternatum","Y","N",0.851903144858984,0.141250917634639
"Q5",46,182,"Erigeron corymbosus","N","N",0.814912965137036,0.441038246038837
"Q5",46,183,"Erigeron corymbosus","N","N",0.796032621369451,0.299313589656847
"Q5",46,184,"Erigeron corymbosus","N","N",0.792317199490992,0.26045901930816
"Q5",46,185,"Erigeron corymbosus","N","N",0.8212091604554,0.249973761485895
"Q5",46,186,"Erigeron corymbosus","N","N",0.814238293261407,0.233029605220115
"Q5",46,187,"Astragalus lentiginosus","N","N",0.773108777598103,0.189988761430029
"Q5",46,188,"Erigeron corymbosus","Y","N",0.791517386990246,0.122263761366956
"Q5",46,189,"Lomatium triternatum","Y","N",0.816748816701245,0.088586558210591
"Q5",46,190,"Comandra umbellata","N","N",0.802318699500305,0.043896261293971
"Q5",46,191,"Erigeron corymbosus","N","N",0.751038761952548,0.405255074130511
"Q5",46,192,"Erigeron corymbosus","N","N",0.758662957272148,0.285083253706094
"Q5",46,193,"Erigeron corymbosus","N","N",0.742099191631723,0.209412019260619
"Q5",46,194,"Erigeron corymbosus","N","N",0.7548522463311,0.211273761449852
"Q5",46,195,"Lomatium triternatum","N","N",0.709043300975936,0.162487917654418
"Q5",46,196,"Lomatium triternatum","N","N",0.667352449374609,0.420253761644481
"Q5",46,197,"Erigeron corymbosus","N","N",0.670014113439588,0.284803761518332
"Q5",46,198,"Artemisia tripartita","N","N",0.634779949344273,0.256434409929413
"Q5",46,199,"Comandra umbellata","N","N",0.657768652490684,0.230369917717637
"Q5",46,200,"Lomatium triternatum","Y","N",0.64122994935028,0.118071261363052
"Q5",46,201,"Lomatium triternatum","Y","N",0.64122994935028,0.119588495739465
"Q5",46,202,"Lomatium triternatum","Y","N",0.637591964971892,0.119207800426609
"Q5",46,203,"Lomatium triternatum","Y","N",0.638734043097956,0.116542956674128
